,ID,Gender,Has a car,Has a property,Children count,Income,Employment status,Education level,Marital status,Dwelling,Age,Employment length,Has a mobile phone,Has a work phone,Has a phone,Has an email,Job title,Family member count,Account age,Is high risk,Income_per_family_member,Is_Employed,Predicted High Risk,Prediction Probability
21,5115460,1,0,0,0,157500.0,0,1,0,1,-9361,-164,1,1,0,0,-1,2.0,-6.0,0,52500.0,1,0,0.007305221541812716
22,5025005,1,1,1,0,202500.0,4,1,1,1,-12648,-2132,1,0,0,0,-1,2.0,-10.0,0,67500.0,1,0,0.01345240559926205
23,5069130,0,0,0,0,135000.0,0,1,1,5,-15360,-413,1,0,0,1,-1,2.0,-45.0,0,45000.0,1,0,0.029826359741393742
24,5038812,1,1,1,0,180000.0,0,4,1,2,-13671,-473,1,1,1,0,0,2.0,-10.0,0,60000.0,1,0,0.014772437124327504
25,5047735,0,0,1,0,202500.0,1,4,4,1,-21824,365243,1,0,0,0,-1,1.0,-51.0,0,101250.0,1,0,0.03137955508484471
26,5136991,1,0,0,0,225000.0,4,4,3,1,-15168,-200,1,0,0,0,-1,1.0,-38.0,0,112500.0,1,0,0.06732884476453255
27,5028534,0,0,1,0,171000.0,4,4,1,1,-15629,-356,1,0,0,0,-1,2.0,-12.0,0,57000.0,1,0,0.010728994470971196
28,5018414,0,0,1,1,33300.0,1,4,1,1,-22784,365243,1,0,0,0,-1,3.0,-37.0,0,8325.0,1,0,0.006855717847438144
29,5095170,1,1,1,0,252000.0,0,1,1,1,-13796,-2682,1,0,0,0,-1,2.0,-20.0,0,84000.0,1,0,0.011447732938746673
30,5010965,0,0,0,0,256500.0,0,1,1,1,-11212,-2565,1,0,0,1,-1,2.0,-46.0,0,85500.0,1,0,0.03189924938175291
31,5026054,1,1,1,1,315000.0,4,1,1,1,-10580,-2566,1,0,0,0,-1,3.0,-11.0,0,78750.0,1,0,0.01581176183725273
32,5010272,1,0,1,1,562500.0,4,2,1,1,-13790,-5639,1,1,1,0,-1,3.0,-39.0,0,140625.0,1,0,0.0039525853999915015
33,5028418,0,1,1,0,189000.0,4,4,1,1,-18891,-477,1,0,1,1,-1,2.0,-42.0,0,63000.0,1,0,0.044653661638087296
34,5052618,1,1,1,0,180000.0,4,4,3,1,-18475,-1782,1,0,0,0,-1,1.0,-36.0,0,90000.0,1,0,0.030799661725503552
35,5116870,1,1,1,0,225000.0,4,4,1,1,-18437,-2499,1,1,0,0,-1,2.0,-42.0,0,75000.0,1,0,0.02125027321868065
36,5085890,0,0,1,0,112500.0,4,4,1,1,-14601,-7900,1,0,1,0,0,2.0,-17.0,0,37500.0,1,0,0.0056244676305752484
37,5028888,0,0,0,0,270000.0,1,4,4,1,-21861,365243,1,0,0,0,-1,1.0,-9.0,0,135000.0,1,0,0.023481660061312894
38,5046276,0,0,0,1,99000.0,4,4,0,2,-16243,-3273,1,0,1,0,-1,3.0,-53.0,0,24750.0,1,0,0.020109218385990196
39,5125592,0,0,1,0,121500.0,1,4,1,1,-22571,365243,1,0,1,0,-1,2.0,-54.0,0,40500.0,1,0,0.02169351447356222
40,5088930,0,1,1,0,360000.0,4,1,0,1,-11452,-2012,1,0,0,0,-1,2.0,-57.0,0,120000.0,1,0,0.009306645660625352
41,5051005,0,0,0,0,306000.0,0,1,1,1,-10707,-1354,1,0,0,0,-1,2.0,-27.0,0,102000.0,1,0,0.02411644688159613
42,5099917,0,0,0,0,202500.0,2,1,1,1,-17140,-4325,1,0,0,0,-1,2.0,-39.0,0,67500.0,1,0,0.01918483466492509
43,5105984,0,1,0,0,126000.0,4,4,1,1,-19097,-3529,1,0,0,0,0,2.0,-21.0,0,42000.0,1,0,0.017660738258735743
44,5033577,0,0,1,2,157500.0,4,4,1,1,-11375,-3793,1,0,0,0,-1,4.0,-46.0,0,31500.0,1,0,0.013125571283374514
45,5096828,0,0,1,0,315000.0,0,1,2,1,-17752,-2380,1,1,1,0,-1,1.0,-27.0,0,157500.0,1,0,0.013703278484002103
46,5025182,0,0,0,1,90000.0,4,4,1,5,-10253,-1462,1,0,0,0,0,3.0,-37.0,0,22500.0,1,0,0.006785572105887886
47,5096631,0,0,0,0,157500.0,0,1,1,5,-10096,-1374,1,0,1,0,-1,2.0,-31.0,0,52500.0,1,0,0.011287453308684367
48,5112867,0,0,0,0,157500.0,4,1,3,1,-16789,-738,1,1,1,0,-1,1.0,0.0,0,78750.0,1,0,0.0035952940247107735
49,5113292,0,1,1,2,121500.0,4,2,1,1,-11327,-101,1,1,1,0,-1,4.0,-34.0,0,24300.0,1,0,0.009339030393057958
50,5092052,0,0,0,0,103500.0,1,1,3,1,-24543,365243,1,0,0,0,-1,1.0,-39.0,0,51750.0,1,0,0.038333136777172004
51,5089647,1,1,0,0,306000.0,4,1,1,1,-13053,-2866,1,1,0,0,-1,2.0,-17.0,0,102000.0,1,0,0.022130104576085736
52,5092127,1,1,1,1,198000.0,0,1,0,1,-16149,-4279,1,0,1,0,-1,3.0,-42.0,0,49500.0,1,0,0.014492675598143786
53,5118037,0,0,0,2,121500.0,4,1,1,1,-11697,-614,1,0,0,0,-1,4.0,-4.0,0,24300.0,1,0,0.002284427502231014
54,5046063,0,0,1,0,135000.0,1,4,1,1,-22744,365243,1,0,1,0,-1,2.0,-3.0,0,45000.0,1,0,0.0017403294334728504
55,5038866,1,1,1,1,270000.0,4,4,1,1,-14488,-1630,1,0,1,0,0,3.0,-36.0,0,67500.0,1,0,0.021980710952610696
56,5139957,1,1,1,0,135000.0,4,1,1,1,-11746,-401,1,1,1,0,-1,2.0,-21.0,0,45000.0,1,0,0.013620839915713836
57,5058444,0,1,1,3,90000.0,1,4,3,0,-23664,365243,1,0,0,0,-1,4.0,-4.0,0,18000.0,1,0,0.022780330846699757
58,5149273,1,1,1,0,270000.0,4,4,1,1,-22234,-1506,1,0,1,0,-1,2.0,-54.0,0,90000.0,1,0,0.014776366871585525
59,5009183,1,1,0,0,229500.0,4,2,1,0,-18325,-1256,1,0,0,0,0,2.0,-31.0,0,76500.0,1,0,0.02298182549891491
60,5135629,1,1,1,0,220500.0,1,4,1,1,-23113,365243,1,0,0,0,-1,2.0,-30.0,0,73500.0,1,0,0.010352114687918145
61,5126549,0,1,0,2,135000.0,2,1,1,1,-13495,-2357,1,1,0,0,-1,4.0,-45.0,0,27000.0,1,0,0.05015834105639449
62,5135423,0,0,1,0,121500.0,4,4,1,1,-10122,-231,1,0,0,0,-1,2.0,-11.0,0,40500.0,1,0,0.007101829610896414
63,5052981,0,0,1,0,112500.0,4,4,1,1,-19304,-1601,1,0,0,0,-1,2.0,-41.0,0,37500.0,1,0,0.02723526474530253
64,5132957,0,0,1,1,157500.0,2,4,3,1,-12676,-1350,1,0,0,0,-1,2.0,-8.0,0,52500.0,1,0,0.007144757319992907
65,5126760,0,0,0,1,225000.0,4,4,1,1,-11100,-3118,1,0,0,0,-1,3.0,-31.0,0,56250.0,1,0,0.018018691443147085
66,5058308,1,1,1,0,202500.0,4,4,3,1,-10002,-447,1,0,0,0,-1,1.0,-21.0,0,101250.0,1,0,0.01618163122256319
67,5036794,0,0,1,0,225000.0,1,4,1,1,-23533,365243,1,0,0,0,-1,2.0,-33.0,0,75000.0,1,0,0.008163564233299734
68,5126593,0,1,0,0,135000.0,4,4,1,1,-20493,-7624,1,1,1,0,-1,2.0,-52.0,0,45000.0,1,0,0.008247967111921786
69,5125816,0,1,0,0,450000.0,1,1,1,1,-19783,-5521,1,1,1,0,-1,2.0,-46.0,1,150000.0,1,0,0.006240423520042288
70,5069173,1,0,0,0,157500.0,4,4,3,5,-8509,-201,1,1,1,1,-1,1.0,-13.0,0,78750.0,1,0,0.01814255228519044
71,5025109,1,1,1,0,225000.0,4,4,1,1,-18259,-703,1,0,0,0,-1,2.0,-10.0,0,75000.0,1,0,0.018247539135981903
72,5091303,1,0,1,1,112500.0,4,4,1,1,-15171,-1508,1,0,0,0,-1,3.0,-12.0,0,28125.0,1,0,0.010675561778432176
73,5008900,0,0,1,0,297000.0,0,4,3,4,-15519,-3234,1,0,0,0,0,1.0,-29.0,0,148500.0,1,0,0.0182773757417079
74,5023054,0,0,1,0,247500.0,1,4,1,1,-21177,365243,1,0,0,0,-1,2.0,-38.0,0,82500.0,1,0,0.015894198113952544
75,5125747,0,0,1,0,292500.0,1,4,1,1,-20590,365243,1,0,0,0,-1,2.0,-25.0,0,97500.0,1,0,0.011713560165829903
76,5137418,0,0,0,0,103500.0,1,4,3,1,-23439,365243,1,0,1,0,-1,1.0,-6.0,0,51750.0,1,0,0.0077776249164117585
77,5112950,0,0,1,0,180000.0,1,4,2,2,-21936,365243,1,0,0,0,-1,1.0,-13.0,0,90000.0,1,0,0.026294258693239703
78,5090533,0,0,1,0,171000.0,4,4,1,1,-19376,-378,1,0,0,0,0,2.0,-4.0,0,57000.0,1,0,0.0031169739330890282
79,5009983,0,1,1,0,180000.0,2,4,1,1,-20644,-3873,1,0,0,0,-1,2.0,-13.0,0,60000.0,1,0,0.004763999814667246
80,5092108,0,0,1,1,135000.0,4,4,3,2,-16767,-9270,1,0,0,0,-1,2.0,-48.0,0,45000.0,1,0,0.010485578597235338
81,5065428,1,1,1,0,202500.0,0,4,1,1,-23510,-1144,1,0,1,0,-1,2.0,-13.0,0,67500.0,1,0,0.005103807853244077
82,5067741,0,1,1,1,135000.0,4,1,1,1,-9192,-1308,1,0,1,0,-1,3.0,-15.0,0,33750.0,1,0,0.008024506852124573
83,5104881,0,1,1,0,387000.0,4,1,1,1,-20700,-626,1,1,0,0,-1,2.0,-38.0,0,129000.0,1,0,0.006679031328016429
84,5024698,0,0,1,0,202500.0,4,4,2,1,-19032,-3776,1,0,0,0,0,1.0,-7.0,0,101250.0,1,0,0.009278703375501667
85,5010012,0,0,1,1,112500.0,2,2,0,1,-10926,-3570,1,0,1,0,-1,3.0,-9.0,0,28125.0,1,0,0.022404272715251312
86,5092429,0,1,1,0,72000.0,4,4,1,5,-12138,-200,1,0,0,0,-1,2.0,-25.0,0,24000.0,1,0,0.006115072725916294
87,5052825,0,1,1,1,90000.0,4,4,1,1,-14420,-3550,1,0,0,0,-1,3.0,-53.0,0,22500.0,1,0,0.011269322564727334
88,5010064,0,0,1,0,112500.0,4,4,1,1,-16573,-4574,1,0,0,0,-1,2.0,-60.0,0,37500.0,1,0,0.008787796894366134
89,5061443,0,0,1,1,112500.0,4,1,1,1,-21271,-14473,1,0,0,1,-1,3.0,-27.0,0,28125.0,1,0,0.006459550746564772
90,5088352,1,0,1,0,270000.0,4,4,1,1,-12777,-3541,1,0,0,0,0,2.0,-60.0,0,90000.0,1,0,0.019020763275326077
91,5036669,0,0,1,0,67500.0,1,4,2,1,-20522,365243,1,0,1,0,-1,1.0,-17.0,0,33750.0,1,0,0.007174646198924035
92,5053554,1,1,1,1,193500.0,4,4,1,1,-10439,-2250,1,1,0,0,-1,3.0,-38.0,0,48375.0,1,0,0.04018334617512031
93,5148536,0,0,1,1,157500.0,4,4,1,1,-10473,-1721,1,0,1,0,-1,3.0,-47.0,0,39375.0,1,0,0.02911862939891002
94,5062236,0,1,0,0,315000.0,4,4,1,1,-19441,-4064,1,0,0,0,-1,2.0,-57.0,0,105000.0,1,0,0.01552898981119185
95,5037068,1,1,1,1,189000.0,4,2,1,1,-15287,-2501,1,0,1,0,-1,3.0,-11.0,0,47250.0,1,0,0.011280970725610863
96,5067347,1,1,1,1,90000.0,0,4,1,1,-9792,-365,1,0,0,0,-1,3.0,-15.0,0,22500.0,1,0,0.0050642816322151035
97,5126591,0,1,0,0,135000.0,4,4,1,1,-20493,-7624,1,1,1,0,-1,2.0,-52.0,0,45000.0,1,0,0.008247967111921786
98,5047929,1,1,0,0,292500.0,4,4,3,1,-13999,-1526,1,0,1,0,-1,1.0,-18.0,0,146250.0,1,0,0.017590263854537866
99,5090515,1,1,1,0,225000.0,1,1,2,1,-19572,365243,1,0,1,0,-1,1.0,-29.0,1,112500.0,1,0,0.024980306848358544
100,5106075,0,0,1,0,135000.0,0,4,1,1,-19764,-6944,1,0,0,0,-1,2.0,-32.0,0,45000.0,1,0,0.012207206474436683
101,5088844,0,0,1,0,171000.0,4,1,3,1,-10224,-2073,1,0,0,0,0,1.0,-32.0,0,85500.0,1,0,0.011559836497080988
102,5150037,1,0,0,0,180000.0,4,4,3,5,-12784,-1537,1,0,0,0,-1,1.0,-13.0,0,90000.0,1,0,0.020744887705173905
103,5105316,0,0,1,0,202500.0,0,1,3,0,-12196,-2218,1,0,0,0,-1,1.0,-39.0,0,101250.0,1,0,0.04138848896439834
104,5143027,1,1,0,0,225000.0,0,4,1,1,-13188,-227,1,0,0,0,-1,2.0,-4.0,0,75000.0,1,0,0.005513560889684423
105,5053941,0,0,0,0,135000.0,1,4,4,1,-21100,365243,1,0,1,0,-1,1.0,-11.0,0,67500.0,1,0,0.019285567463361842
106,5096165,0,0,0,1,135000.0,4,1,3,1,-10714,-189,1,1,1,0,-1,2.0,-37.0,0,45000.0,1,0,0.07409696480195221
107,5106042,1,1,0,2,270000.0,4,4,1,1,-15207,-3201,1,0,0,0,-1,4.0,-6.0,0,54000.0,1,0,0.009614277827238341
108,5066604,0,0,1,0,85500.0,1,4,1,1,-21531,365243,1,0,0,0,-1,2.0,-58.0,0,28500.0,1,0,0.04035406788852492
109,5092090,0,0,1,0,67500.0,4,4,1,1,-14690,-504,1,0,0,0,-1,2.0,-2.0,1,22500.0,1,0,0.0009119999848683742
110,5036453,1,1,1,0,90000.0,1,4,1,1,-22692,365243,1,0,1,0,-1,2.0,-9.0,0,30000.0,1,0,0.022880097423255738
111,5068581,0,0,1,3,140400.0,4,4,1,1,-12372,-3246,1,0,0,0,-1,5.0,-49.0,0,23400.0,1,0,0.020877406775404388
112,5095479,0,0,1,0,90000.0,4,4,1,1,-12628,-1861,1,1,1,0,-1,2.0,-3.0,0,30000.0,1,0,0.0021282100888945187
113,5022418,0,1,1,1,157500.0,4,1,1,5,-10845,-521,1,0,0,1,-1,3.0,-24.0,0,39375.0,1,0,0.013700373640357179
114,5066363,0,0,0,0,121500.0,4,4,2,1,-16471,-2745,1,0,1,0,-1,1.0,-44.0,0,60750.0,1,0,0.020376748287683294
115,5058371,0,0,1,0,117000.0,4,4,1,1,-17468,-355,1,1,1,0,-1,2.0,-54.0,0,39000.0,1,0,0.020054318065022784
116,5095674,0,0,0,0,67500.0,1,4,1,1,-22682,365243,1,0,0,0,-1,2.0,-38.0,0,22500.0,1,0,0.009324157825777493
117,5092269,1,0,1,0,112500.0,4,4,0,1,-17837,-351,1,0,0,0,-1,2.0,-10.0,0,37500.0,1,0,0.013732360601245778
118,5090346,0,1,1,0,72000.0,4,4,1,1,-20761,-10149,1,1,1,0,-1,2.0,-9.0,0,24000.0,1,0,0.005584843731781468
119,5009957,0,1,1,1,135000.0,4,4,1,1,-16613,-3235,1,0,0,0,-1,3.0,-17.0,0,33750.0,1,0,0.008984215915693927
120,5089717,0,0,0,0,144000.0,4,4,1,1,-19984,-4662,1,0,1,0,-1,2.0,-21.0,0,48000.0,1,0,0.00996443766804552
121,5036753,0,0,1,0,157500.0,1,4,1,1,-22482,365243,1,0,1,0,-1,2.0,0.0,0,52500.0,1,0,0.001611308330533044
122,5054694,1,0,0,2,360000.0,4,1,1,4,-15001,-1246,1,0,0,0,-1,4.0,-7.0,0,72000.0,1,0,0.011152224218139403
123,5069389,0,0,1,1,270000.0,4,1,1,1,-18411,-10094,1,0,0,0,-1,3.0,-14.0,0,67500.0,1,0,0.007735125718338593
124,5010624,0,0,1,0,103500.0,1,2,1,1,-22254,365243,1,0,1,0,-1,2.0,-29.0,0,34500.0,1,0,0.011132528369985356
125,5142698,0,1,0,0,95850.0,0,4,1,1,-18931,-6678,1,1,0,0,0,2.0,-29.0,0,31950.0,1,0,0.017727391076511938
126,5087933,0,1,0,2,157500.0,0,1,1,1,-13488,-3723,1,0,0,0,-1,4.0,-39.0,0,31500.0,1,0,0.022196502109783578
127,5114126,1,0,0,1,166500.0,4,4,1,1,-11459,-1046,1,1,0,0,-1,3.0,-6.0,0,41625.0,1,0,0.00838576989122821
128,5085889,0,1,1,0,189000.0,0,1,1,1,-15415,-4126,1,0,0,0,-1,2.0,-16.0,0,63000.0,1,0,0.009658248526070093
129,5132413,0,1,1,0,292500.0,0,1,1,1,-18409,-3482,1,0,0,0,-1,2.0,-26.0,0,97500.0,1,0,0.015548932500864542
130,5021515,0,0,1,0,144000.0,2,4,1,1,-18136,-10110,1,0,1,0,-1,2.0,-17.0,0,48000.0,1,0,0.009773879421209492
131,5117331,0,1,1,0,270000.0,0,4,2,1,-15027,-2257,1,0,1,0,-1,1.0,-22.0,0,135000.0,1,0,0.009491500360903954
132,5047771,0,0,1,0,157500.0,4,4,3,1,-14325,-277,1,0,0,0,-1,1.0,-4.0,0,78750.0,1,0,0.005010759783950494
133,5048276,0,1,0,1,112500.0,4,1,3,1,-10028,-1618,1,0,0,0,-1,2.0,-43.0,0,37500.0,1,0,0.034418312911555456
134,5062604,0,1,1,0,360000.0,4,4,1,1,-18356,-1820,1,0,0,0,-1,2.0,-55.0,0,120000.0,1,0,0.010924855929241778
135,5067360,1,1,1,0,180000.0,0,4,1,1,-16244,-8206,1,0,0,0,-1,2.0,-17.0,0,60000.0,1,0,0.009135029838855613
136,5116189,0,1,1,2,225000.0,4,4,4,1,-10882,-4126,1,1,1,0,-1,3.0,-17.0,0,56250.0,1,0,0.01735006579965163
137,5105867,0,0,0,0,180000.0,4,4,1,1,-20450,-12995,1,0,0,0,0,2.0,-9.0,0,60000.0,1,0,0.0041469281457146455
138,5053521,0,0,1,0,112500.0,4,4,1,1,-14762,-2464,1,0,1,0,-1,2.0,-59.0,0,37500.0,1,0,0.01375429957202294
139,5148833,0,1,1,1,135000.0,4,1,1,1,-11312,-472,1,0,0,1,-1,3.0,-28.0,0,33750.0,1,0,0.015659602883177682
140,5056237,0,0,1,0,40500.0,4,4,1,1,-12729,-4936,1,1,0,0,-1,2.0,-29.0,0,13500.0,1,0,0.011826043050854865
141,5091753,1,1,0,2,135000.0,4,1,1,1,-12725,-1631,1,0,0,0,-1,4.0,-43.0,0,27000.0,1,0,0.04491587353022593
142,5145795,0,1,1,0,85500.0,1,4,1,1,-21110,365243,1,0,1,0,-1,2.0,-50.0,0,28500.0,1,0,0.022606176943676972
143,5074667,0,1,1,0,157500.0,0,2,1,1,-11337,-1196,1,0,0,0,-1,2.0,-2.0,0,52500.0,1,0,0.002626327122092724
144,5096896,0,0,0,0,112500.0,4,4,1,4,-11894,-2926,1,1,0,0,-1,2.0,-21.0,0,37500.0,1,0,0.009396926862880397
145,5146464,1,1,0,0,360000.0,2,1,1,1,-9983,-1923,1,0,0,0,-1,2.0,-51.0,0,120000.0,1,0,0.014443642885079393
146,5038646,0,0,1,0,135000.0,0,4,3,1,-13384,-381,1,0,0,0,-1,1.0,-3.0,0,67500.0,1,0,0.0030942576626159755
147,5104960,1,1,1,0,180000.0,4,4,1,1,-21684,-2422,1,0,0,0,-1,2.0,-24.0,0,60000.0,1,0,0.007243020207488712
148,5095962,0,0,0,0,135000.0,4,4,1,1,-16395,-7371,1,1,0,0,-1,2.0,-6.0,0,45000.0,1,0,0.004288145045131487
149,5008820,1,1,1,0,135000.0,0,4,1,1,-17778,-1194,1,0,0,0,0,2.0,-16.0,0,45000.0,1,0,0.013699974242178508
150,5074639,1,0,1,0,270000.0,4,1,1,1,-13554,-3965,1,0,1,0,-1,2.0,-31.0,0,90000.0,1,0,0.010519196905954615
151,5010493,0,1,0,2,270000.0,2,1,1,1,-13768,-4666,1,0,0,0,-1,4.0,-20.0,0,54000.0,1,0,0.009816607330587136
152,5089846,0,0,1,1,225000.0,0,4,0,1,-16505,-1862,1,0,1,1,-1,3.0,-29.0,0,56250.0,1,0,0.011370875058856707
153,5045710,1,0,1,0,180000.0,0,1,2,1,-10282,-108,1,0,0,0,-1,1.0,0.0,0,90000.0,1,0,0.002140897168877074
154,5088199,0,0,1,0,112500.0,4,4,2,1,-17974,-4758,1,0,0,0,-1,1.0,-3.0,0,56250.0,1,0,0.0016846701251084953
155,5010772,0,0,0,0,360000.0,4,4,1,1,-15533,-3386,1,0,0,0,-1,2.0,-15.0,0,120000.0,1,0,0.006137462604873874
156,5036319,0,0,1,0,112500.0,0,4,3,1,-17993,-555,1,0,0,0,-1,1.0,-57.0,0,56250.0,1,0,0.02847486111178464
157,5139529,1,0,1,0,135000.0,4,1,1,5,-14734,-3172,1,1,1,0,-1,2.0,-41.0,0,45000.0,1,0,0.016413053689312677
158,5125264,0,0,1,0,103500.0,0,1,0,5,-9088,-2174,1,0,0,0,-1,2.0,-43.0,0,34500.0,1,0,0.013184791800289291
159,5046030,0,1,1,1,90000.0,4,4,0,1,-17069,-200,1,1,0,0,-1,3.0,0.0,0,22500.0,1,0,0.0011999183720901533
160,5023723,1,1,1,0,112500.0,1,4,1,1,-23391,365243,1,0,0,0,-1,2.0,-10.0,0,37500.0,1,0,0.010768583995816022
161,5041674,0,1,1,1,333000.0,0,1,1,1,-11525,-1616,1,0,0,0,-1,3.0,-38.0,0,83250.0,1,0,0.020759575021771667
162,5026226,1,1,1,0,225000.0,0,4,1,1,-24247,-377,1,0,1,0,-1,2.0,-10.0,0,75000.0,1,0,0.009566634403339843
163,5028489,1,1,1,0,405000.0,4,4,1,1,-16319,-1086,1,1,0,0,-1,2.0,-48.0,0,135000.0,1,0,0.010543729198185834
164,5118173,1,0,0,1,180000.0,0,4,1,1,-14401,-979,1,1,1,0,-1,3.0,-6.0,0,45000.0,1,0,0.009307610600325221
165,5047708,0,0,1,0,76500.0,4,4,1,1,-17782,-3291,1,1,1,0,-1,2.0,-49.0,0,25500.0,1,0,0.020922815260118573
166,5048601,0,0,1,0,315000.0,4,4,2,1,-15256,-3291,1,0,0,0,0,1.0,-19.0,0,157500.0,1,0,0.006519924009980287
167,5089998,0,0,1,0,180000.0,1,4,1,1,-23770,365243,1,0,0,0,-1,2.0,-42.0,0,60000.0,1,0,0.014570195795060002
168,5038745,1,1,1,2,157500.0,0,1,1,5,-14192,-626,1,0,0,0,-1,4.0,-2.0,0,31500.0,1,0,0.0025778359960362362
169,5142338,0,1,0,2,180000.0,4,1,1,1,-12709,-3193,1,0,0,0,-1,4.0,-23.0,0,36000.0,1,0,0.0126213688213917
170,5100070,0,0,1,0,180000.0,4,1,1,1,-13714,-3931,1,1,1,0,-1,2.0,-41.0,0,60000.0,1,0,0.011397983255684207
171,5021484,0,0,1,0,135000.0,4,4,1,1,-11905,-2470,1,0,1,1,-1,2.0,-47.0,0,45000.0,1,0,0.018253463982021587
172,5090936,0,1,0,0,148500.0,0,1,1,1,-12655,-2043,1,1,0,0,-1,2.0,-40.0,0,49500.0,1,0,0.03022666254140292
173,5033831,1,1,1,0,135000.0,4,1,0,1,-19322,-663,1,1,1,0,0,2.0,-19.0,0,45000.0,1,0,0.01736373832368968
174,5135875,0,0,1,1,162000.0,4,4,1,1,-12673,-1236,1,0,1,1,-1,3.0,-23.0,0,40500.0,1,0,0.010092519118353823
175,5137448,0,0,0,0,315000.0,4,1,2,1,-13708,-1934,1,0,0,0,-1,1.0,-11.0,0,157500.0,1,0,0.007990645992784743
176,5036077,0,0,1,2,153000.0,4,1,1,1,-10783,-1011,1,1,1,0,-1,4.0,-24.0,0,30600.0,1,0,0.013187795878038292
177,5028779,0,0,1,0,135000.0,4,4,1,1,-15836,-3034,1,0,0,0,-1,2.0,-37.0,0,45000.0,1,0,0.016746970634673765
178,5146474,0,1,1,0,180000.0,0,1,0,1,-14133,-3810,1,0,0,0,-1,2.0,-24.0,0,60000.0,1,0,0.008518225804295456
179,5149716,0,0,1,0,180000.0,0,4,1,1,-10572,-137,1,0,0,0,-1,2.0,-44.0,0,60000.0,1,0,0.04066375520974401
180,5132846,0,0,1,0,112500.0,2,4,1,1,-17493,-3694,1,0,0,1,-1,2.0,-13.0,0,37500.0,1,0,0.008773229409950747
181,5062625,0,0,1,0,585000.0,0,4,1,1,-18858,-2010,1,0,1,0,-1,2.0,-47.0,0,195000.0,1,0,0.033775530254335016
182,5085660,0,0,0,0,135000.0,4,4,3,4,-13595,-1387,1,0,0,0,0,1.0,-6.0,0,67500.0,1,0,0.009399108212846487
183,5095157,0,0,1,1,315000.0,0,1,3,1,-13683,-2193,1,0,0,0,-1,2.0,-5.0,0,105000.0,1,0,0.009554745896506352
